t_s,vx_filt,a,a_raw
3.199998661,0.158290898488205,6.14130040815137e-05,0
3.209945595,0.158267425845059,-0.00350098015076052,0
3.220005322,0.158220855565161,-0.00431796303325569,-0.0497523202512999
3.229986797,0.158180888675681,-0.002120578628884,0
3.239946461,0.158178568811962,0.00316110913800429,0.0498136241204636
3.250003335,0.158244163136864,0.0114598277244907,-0.0497584205061239
3.259985206,0.158408209377477,0.022835854667976,0
3.269956274,0.158699805552067,0.0365534855737308,0
3.280010305,0.159140196544886,0.0517428099365868,-7.44768521215315e-07
3.289964049,0.159735064051146,0.0664380806763117,0.149546295445336
3.300012533,0.160469106182456,0.0786436500476357,0.14942148059547
3.309983085,0.161309434112621,0.0874094618711989,0.0997389442693384
3.320006356,0.162216755491634,0.0921661138413265,0.0996205236458525
3.330000675,0.16315437759139,0.093730516567134,0.0996859097502753
3.340011115,0.164091811886505,0.0925447694386487,0.049861194746118
3.349998116,0.165005036158098,0.089257610242354,0.0998708244759296
3.359978536,0.165874056167668,0.0840244138871117,0.0999810882673691
3.369943516,0.166680936702842,0.076770943525681,0.0995859591890796
3.380003373,0.167411381798106,0.0688664576043671,0.0996631022931949
3.389952853,0.168058908861044,0.0609272096569502,0
3.399970462,0.168627920815848,0.0535190583534649,0.0497354617927945
3.410000249,0.169131826617403,0.0479361003125866,0
3.419987402,0.169587454859639,0.043869394360742,0.0498391555435775
3.430006533,0.170009490179892,0.0410542981693531,0.0997022225694898
3.439988589,0.170408589554478,0.0393376455105493,0
3.449954743,0.170794205793442,0.0383735883510475,0.0498196993376278
3.460002387,0.171176590800271,0.0384557863323849,0
3.470001548,0.171565121443169,0.0394538498142223,0.0498719440529486
3.479995219,0.17196538499136,0.0406763562877931,0.0996882720237875
3.490005534,0.172378810704881,0.042048576447394,0
3.499987961,0.17280605133174,0.043541323883254,0
3.509955494,0.173247458374699,0.0446177323014403,0.0996082387862391
3.520008319,0.173699314305563,0.0452661513657652,0.0994570637719046
3.530006283,0.174155080424576,0.045572737348972,-0.0498745877865788
3.54000039,0.174610407706308,0.0453433100085491,0.0498813026453788
3.549995364,0.175061451521145,0.0444550326355928,0.0498700852263468
3.559994266,0.1754992361164,0.0423830593867915,0.0996708555395191
3.570002995,0.175909436134007,0.0390025259842803,0.0997338762231581
3.579989105,0.176279085344049,0.0348187941822046,-0.0499953619678123
3.589946771,0.176603854365767,0.0304332226753519,0.049819074801987
3.600003453,0.176888186453435,0.0268764369328399,0.0497666210886873
3.609982214,0.177142335685978,0.0247784903030254,0
3.619966277,0.17738283509434,0.0244082560448731,-0.049814012348734
3.629998596,0.177630900662926,0.026056974437751,0
3.639985837,0.177904484257515,0.0289817793029704,0.0498836627284049
3.64998703,0.178210201045726,0.0318864358382112,0.099624972968965
3.660002533,0.178542745350212,0.0340771263794868,0.0498601005273601
3.669984611,0.178891661140747,0.0352514750159137,0
3.67999756,0.179247599544945,0.0355926860344421,0.0996040218402561
3.690005667,0.179604264301033,0.035714770851741,0
3.699949442,0.179960176438636,0.0357384422042125,0
3.710006268,0.180319054623921,0.0361660879307482,0
3.719987768,0.180684884298737,0.0369211457152111,0.0499816810080695
